,SongID,Lyrics
45,Don't Start NowDua Lipa,"['[Intro]', ""If you don't wanna see me"", '', '[Verse 1]', 'Did a full 180, crazy', ""Thinking 'bout the way I was"", 'Did the heartbreak change me? Maybe', 'But look at where I ended up', ""I'm all good already"", ""So moved on, it's scary"", ""I'm not where you left me at all, so"", '', '[Pre-Chorus]', ""If you don't wanna see me dancing with somebody"", 'If you wanna believe that anything could stop me', '', '[Chorus]', ""Don't show up, don't come out"", ""Don't start caring about me now"", 'Walk away, you know how', ""Don't start caring about me now"", '', '[Verse 2]', ""Aren't you the guy who tried to"", 'Hurt me with the word ""goodbye""?', 'Though it took some time to survive you', ""I'm better on the other side"", ""I'm all good already"", ""So moved on, it's scary"", ""I'm not where you left me at all, so"", '', '[Pre-Chorus]', ""If you don't wanna see me dancing with somebody"", 'If you wanna believe that anything could stop me', ""(Don't, don't, don't)"", '', '[Chorus]', ""Don't show up, don't come out"", ""Don't start caring about me now"", 'Walk away, you know how', ""Don't start caring about me now ('Bout me now, 'bout me)"", '', '[Bridge]', 'Up, up', ""Don't come out, out, out"", ""Don't show up, up, up"", ""Don't start now (Oh)"", 'Up, up', ""Don't come out, out"", ""I'm not where you left me at all, so"", '', '[Pre-Chorus]', ""If you don't wanna see me dancing with somebody"", 'If you wanna believe that anything could stop me', '', '[Chorus]', ""Don't show up (Don't show up), don't come out (Don't come out)"", ""Don't start caring about me now ('Bout me now)"", 'Walk away (Walk away), you know how (You know how)', ""Don't start caring about me now (So)"", '', '[Outro]', 'Up, up', ""Don't come out, out, out"", ""Don't show up, up, up"", 'Walk away, walk away (So)', 'Up, up', ""Don't come out, out, out"", ""Don't show up, up, up"", 'Walk away, walk away, oh']"
46,"Break Up With Your Girlfriend, I'm BoredAriana Grande","['[Verse 1]', 'You got me some type of way (Hmm)', ""Ain't used to feelin' this way (Mmm-mmm)"", 'I do not know what to say (Yeah, yeah)', ""But I know I shouldn't think about it"", ""Took one fuckin' look at your face (Hmm)"", 'Now I wanna know how you taste (Mmm-mmm)', ""Usually don't give it away (Yeah, yeah)"", ""But you know I'm out here thinkin' 'bout it"", '', '[Pre-Chorus]', ""Then I realize she's right there"", 'And I\'m at home like, ""Damn, this ain\'t fair""', '', '[Chorus]', 'Break up with your girlfriend (Girlfriend)', ""Yeah, yeah, 'cause I'm bored"", ""You could hit it in the mornin' (Mornin')"", ""Yeah, yeah, like it's yours"", ""I know it ain't right"", ""But I don't care (Care)"", 'Break up with your girlfriend (Girlfriend)', ""Yeah, yeah, 'cause I'm bored"", '', '[Verse 2]', 'This shit always happen to me (Yeah)', ""Why can't we just play for keeps? (Mmm-mmm)"", 'Practically on my knees (Yeah, yeah)', ""But I know I shouldn't think about it"", ""You know what you're doin' to me"", ""You're singin' my songs in the streets, yeah, yeah"", ""Actin' all innocent, please"", ""When I know you out here thinkin' 'bout it"", '', '[Pre-Chorus]', ""Then you realize she's right there (Yeah)"", 'And you\'re at home like, ""Damn, she can\'t compare""', '', '[Chorus]', 'Break up with your girlfriend (Girlfriend)', ""Yeah, yeah, 'cause I'm bored"", ""You could hit it in the mornin' (In the mornin')"", ""Yeah, yeah, like it's yours"", ""I know it ain't right"", ""But I don't care (I don't care, yee)"", 'Break up with your girlfriend (With your girlfriend)', ""Yeah, yeah, 'cause I'm bored"", '', '[Post-Chorus]', 'With your girlfriend, girlfriend, girlfriend, girlfriend', 'With your girlfriend', 'With your girlfriend, girlfriend, girlfriend, girlfriend', '', '[Bridge]', ""You could say I'm hatin' if you want to"", ""But I only hate on her 'cause I want you"", ""Say I'm trippin' if you feel like"", ""But you without me ain't right (Ain't right)"", ""You could call me crazy 'cause I want you"", ""And I never even ever fuckin' met you"", ""Say I'm trippin' and it ain't right"", ""But you without me ain't nice (Ain't nice, yeah)"", '', '[Chorus]', 'Break up with your girlfriend (With your girlfriend)', ""Yeah, yeah, 'cause I'm bored"", ""You could hit it in the mornin' (Hit in the mornin', yeah, yeah, yeah)"", ""Yeah, yeah, like it's yours"", ""I know it ain't right"", ""But I don't care (Care, yeah)"", 'Break up with your girlfriend (With your girlfriend)', ""Yeah, yeah, 'cause I'm bored"", '', '[Post-Chorus]', 'With your girlfriend, girlfriend, girlfriend, baby, girlfriend', 'With your girlfriend', 'With your girlfriend, girlfriend, girlfriend, girlfriend', 'With your girlfriend']"
47,It's YouAli Gatie,"['[Chorus]', ""It's you, it's always you"", ""If I'm ever gonna fall in love, I know it's gon' be you"", ""It's you, it's always you"", 'Met a lot of people, but nobody feels like you', ""So please don't break my heart, don't tear me apart"", ""I know how it starts, trust me, I've been broken before"", ""Don't break me again, I am delicate"", ""Please don't break my heart, trust me, I've been broken before"", '', '[Verse 1]', ""I've been broken, yeah, I know how it feels"", ""To be open and then find out your love isn't real"", ""I'm still hurting, yeah, I'm hurting inside"", ""I'm so scared to fall in love, but if it's you, then I'll try"", '', '[Chorus]', ""It's you, it's always you"", ""If I'm ever gonna fall in love, I know it's gon' be you"", ""It's you, it's always you"", 'Met a lot of people, but nobody feels like you', ""So please don't break my heart, don't tear me apart"", ""I know how it starts, trust me, I've been broken before"", ""Don't break me again, I am delicate"", ""Please don't break my heart, trust me, I've been broken before"", '', '[Verse 2]', ""I know I'm not the best at choosing lovers (Oh)"", 'We both know my past speaks for itself (For itself)', ""If you don't think that we're right for each other (Baby, no)"", ""Then please don't let history repeat itself"", ""'Cause I want you, yeah, I want you, yeah"", ""There's nothing else I want"", ""'Cause I want you, yeah, I want you, yeah"", ""And you're the only thing I want"", '', '[Chorus]', ""It's you, it's always you"", ""If I'm ever gonna fall in love, I know it's gon' be you"", ""It's you, it's always you"", 'Met a lot of people, but nobody feels like you', ""So please don't break my heart, don't tear me apart"", ""I know how it starts, trust me, I've been broken before"", ""Don't break me again, I am delicate"", ""Please don't break my heart, trust me, I've been broken before"", '', '[Outro]', 'Baby, I want you, baby, I want you', 'Baby, I want you, baby, I want you', 'Baby, I want you, baby, I want you', ""You, you, 'cause I want you"", 'Baby, I want you, baby, I want you', 'Baby, I want you, baby, I want you', 'Baby, I want you, baby, I want you', 'You, you']"
48,All Day LongChance The Rapper Featuring John Legend,"['[Intro: Chance the Rapper]', 'Yup', 'And we back (Igh)', 'Na-na-na (Igh)', '', '[Verse 1: Chance the Rapper]', 'If you blink you might miss it', 'You gotta click it or ticket', ""You gotta go get the gettin' before it's gone"", 'End it quickly as it begun', ""Life is short as a midget, but mine's a little LeBron"", 'Been a minute since Eminem was a blonde', 'I need a peace prize‚ mom invented the bomb', 'A nigga wanted more‚ I would only sit on the lawn', 'A nigga up next like strongly scented colognes', ""I'm 'bout to book a show at the Dimmsdale Dimmadome"", 'I still could hit up Sony today and get a loan', 'And shout out to Miss Sylvia Rhone‚ we get along', 'But that boy advance gotta be bigger than Diddy Kong', 'I need stock and it gotta be Pippi Long', ""Can't stop, won't stop boppin' like Diddy's song"", 'My next tour got eight legs like daddy long', ""I'm 'bout to have two kids that like daddy's song"", '', '[Chorus: John Legend]', ""We can't be out here pleasin' everybody (Oh, I...)"", 'We know who we are (Oh‚ yeah)', ""And if you with me, then I'm with you darlin' (Yeah)"", 'Baby, all day long (Come on‚ come on)', 'Baby, all day long (Oh, I...)', 'Baby, all day long (Yeah)', 'Baby, all day long', '', '[Interlude: Chance the Rapper]', 'This is, this is the day', 'Took it the scenic route, but this is the way', ""That's old news, baby, this is today"", 'They gon\' miss us today, you a ""Mrs."" today', 'This is, this is the day', 'Took it the scenic route, but this is the way', ""That's old news, baby, this is today"", 'They gon\' miss us today, you a ""Mrs."" today', '', '[Verse 2: Chance the Rapper]', ""Backyard blasted, dance 'til it's grassless"", 'Patio glass, the mazel tov cocktails', 'Bomb, b-bombastic, used to drop acid', 'Marli come soon, I only drop classics', 'Everyone ask', '""When that heat gon\' drop?""', '""When that knee gon\' drop?""', '""When is he gon\' pop the question we all got?""', '""\'Cause this could be y\'all block', 'You\'re livin\' in a glass house, we can see y\'all clocks""', ""But I can see you from the other side, see y'all rocks"", ""And we could've been Magneto, if you seen our locks"", 'But we share it with the world, not just fans', ""Come out clean lookin' like we jumped the broom and the dustpan"", ""So now it's here and we actin' out"", 'Dame Dash, champagne in the back of Tao', ""Now I'm back in my bag and the cat is out"", 'Burn a hole in my pocket like a Black & Mild (Igh)', '', '[Chorus: John Legend]', ""We can't be out here pleasin' everybody (Oh, I...)"", 'I know, you know, we know just who we are (Oh, yeah)', ""And if you with me, then I'm with you darlin' (Oh, baby)"", 'Baby, all day long (Come on, come on)', 'Baby, all day long (Oh, I...)', 'Baby, all day long (Yeah)', 'Baby, all day long (Oh, I...)', '', '[Bridge: John Legend]', 'Hey, we made it, we made it', ""I'm feelin' grateful"", ""I'm here with my favorite"", ""Oh God, I'm thankful"", 'Our song and we played it', 'So good, we played it (Yeah)', ""I just wanted to keep on playin' (Hey)"", 'We made it, we made it', ""I'm feelin' grateful"", ""I'm here with my favorite"", ""Oh God, I'm thankful"", 'Our song and we played it', 'So good, we played it (Yeah)', '', '[Chorus: John Legend]', 'Baby, all day long (Come on, come on)', 'Baby, all day long (Oh, I...)', 'Baby, all day long (Yeah)', 'Baby, all day long', 'Baby, all day long']"
49,Talk You Out Of ItFlorida Georgia Line,"['[Verse 1]', 'Girl, I know you had a long day', ""You ain't feelin' them downtown lights"", 'But I got a bottle at your favorite place', ""Just waitin' for us in a bucket on ice"", ""Damn, I didn't think it'd be that easy"", ""'Cause now you're gettin' ready"", ""I'm just sittin' there watchin' TV"", ""Here you come lookin' like a grown man's dream"", ""Damn, I can't believe, I can't believe"", '', '[Chorus]', ""I talked you into slippin' down the hall, baby, turn it on"", ""Your playlist you play when you're in the shower"", 'Talked you into taking up my time, making up your mind', 'Switching back and forth for an hour', ""And now you're lookin' like a line from a Vandross song"", ""I'm looking at that fine little dress you got on"", ""Don't get me wrong, girl, I love it"", 'Now I just wanna talk you out of it', '', '[Verse 2]', 'Yeah, as cool as it would be', ""Watchin' people wonder who you are"", 'Oh, we should just say we did, we can start with a kiss', 'And pretend we just got back from the bar', '', '[Chorus]', ""I talked you into slippin' down the hall, baby, turn it on"", ""Your playlist you play when you're in the shower"", 'Talked you into taking up my time, making up your mind', 'Switching back and forth for an hour', ""And now you're lookin' like a line from a Vandross song"", ""I'm looking at that fine little dress you got on"", ""Don't get me wrong, girl, I love it"", 'Now I just wanna talk you out of it', '', '[Bridge]', ""Yeah, it's a little cold outside"", ""Music's probably way too loud"", 'To hear you laugh', ""And there's a look in your eyes"", ""Looks like we ain't leavin' now"", ""Girl, I'm so glad, I'm so glad"", '', '[Chorus]', ""I talked you into slippin' down the hall, baby, turn it on"", ""Your playlist you play when you're in the shower"", 'Talked you into taking up my time, making up your mind', 'Switching back and forth for an hour', ""And now you're lookin' like a line from a Vandross song"", ""I'm looking at that fine little dress you got on"", ""Don't get me wrong, girl, I love it"", 'Now I just wanna talk you out of it']"
50,GraveyardHalsey,"['[Verse 1]', ""It's crazy when"", 'The thing you love the most is the detriment', 'Let that sink in', 'You can\u2005think\u2005again', 'When the hand\u2005you wanna hold is a weapon\u2005and', ""You're nothin' but skin"", '', '[Pre-Chorus]', ""Oh, 'cause I keep diggin' myself down deeper"", ""I won't stop 'til I get where you are"", 'I keep running, I keep running, I keep running', '', '[Chorus]', 'They say I may be making a mistake', 'I woulda followed all the way, no matter how far', 'I know when you go down all your darkest roads', 'I woulda followed all the way to the graveyard', ""Oh, 'cause I keep diggin' myself down deeper"", ""I won't stop 'til I get where you are"", 'I keep running when both my feet hurt', ""I won't stop 'til I get where you are"", 'Oh, when you go down all your darkest roads', 'I woulda followed all the way to the graveyard (No, oh)', '', '[Verse 2]', 'You look at me (Look at me)', ""With eyes so dark, don't know how you even see"", 'You push right through me (Push right through me)', ""It's gettin' real"", ""You lock the door, you're drunk at the steering wheel"", ""And I can't conceal"", '', '[Pre-Chorus]', ""Oh, 'cause I've been diggin' myself down deeper"", ""I won't stop 'til I get where you are"", 'I keep running, I keep running, I keep running', '', '[Chorus]', 'They say I may be making a mistake', 'I woulda followed all the way, no matter how far', 'I know when you go down all your darkest roads', 'I woulda followed all the way to the graveyard', ""Oh, 'cause I keep diggin' myself down deeper"", ""I won't stop 'til I get where you are"", 'I keep running when both my feet hurt', ""I won't stop 'til I get where you are"", 'Oh, when you go down all your darkest roads', 'I woulda followed all the way to the graveyard', '', '[Bridge]', ""Oh, it's funny how"", ""The warning signs can feel like they're butterflies"", '', '[Chorus]', ""Oh, 'cause I keep diggin' myself down deeper"", ""I won't stop 'til I get where you are"", 'I keep running when both my feet hurt', ""I won't stop 'til I get where you are"", 'Oh, when you go down all your darkest roads', 'I woulda followed all the way to the graveyard']"
51,On ChillWale Featuring Jeremih,"['[Chorus: Jeremih & Wale]', ""We've been on a tragedy for months"", ""Why can't you agree with me for once?"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', ""We've been on a tragedy for months"", ""Why can't you agree with me for once? Yeah"", 'Maybe we can be on chill tonight (One time)', 'Maybe I can give you chills too (Chill)', '', '[Verse 1: Wale]', ""I'm gettin' mine like fine wine measured in time"", 'Many other brothers loved you but this pleasure is mine', ""It's no pressure for us to say that I love you for now"", ""So fuck that cuffin' shit, I just want us be comfortable now, for real"", ""Who you lovin'? Who you wanna pull up with?"", ""Who don't care who you dated long as you care and you trustin'?"", ""I'm tryna hear all your problems so I can lighten the load"", ""No, you not fighting alone 'cause I'm protectin' you from 'em, so chill"", 'Life hard and ex-lovers is like scars', ""'Cause it stop hurtin' but never forgettin' what it was"", 'I was a youngin, my biggest enemy was the club', 'With voicemails on third rings fucking me up', ""So I don't trust"", '', '[Chorus: Jeremih & Wale]', ""We've been on a tragedy for months (So I don't trust)"", ""Why can't you agree with me for once? (And I'm tryna slow up)"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', ""We've been on a tragedy for months"", ""Why can't you agree with me for once? Yeah"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too (Hey, shawty, look, okay)', '', '[Verse 2: Wale]', ""They switch up on you, I'm gonna stay the same, yeah"", 'I pull up on you then put it in with patience', ""I'm good, well we got it without no expectation"", 'What good is a title when shawty been that wave? Yeah', 'Let me illustrate you, let my tongue repaint you', ""It's already waxed, have you had a brainstorm?"", 'Everywhere a nigga take you, just know that my face good', 'Modify your energy so your bank and your skin glow', 'Maxfield, let it fly, I be up in there a lot', ""Just to show I don't care, gon' wear it to that nigga house"", ""We don't share our whereabouts or the gossip the hood love"", ""Just supreme confidence, if we good that's good enough, woah, yeah"", '', '[Chorus: Jeremih]', ""We've been on a tragedy for months"", ""Why can't you agree with me for once?"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', ""We've been on a tragedy for months"", ""Why can't you agree with me for once? Yeah"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', '', '[Bridge: Jeremih]', ""How 'bout that? Oh"", ""I'm tired of makin' up and fallin' out"", ""Wanna be the nigga you callin' up"", ""To pick your body up when you down and out, let's chill"", ""How 'bout that? Oh"", ""I'm tired of makin' up and fallin' out"", ""Wanna be the nigga you callin' up"", ""To pick your body up when you down and out, let's chill"", '', '[Chorus: Jeremih]', ""We've been on a tragedy for months"", ""Why can't you agree with me for once?"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', ""We've been on a tragedy for months"", ""Why can't you agree with me for once? Yeah"", 'Maybe we can be on chill tonight', 'Maybe I can give you chills too', '', '[Outro: Eric Bellinger]', 'You give me, oh', 'Just be there, and then']"
52,Sanguine ParadiseLil Uzi Vert,"['[Intro]', ""We be throwin' money in a spiral"", 'Every time your girl hear my song, yeah, turn her right into my ho', ""She shake her ass (I'm working on dying), do the eye roll"", 'Got a skinny thong like a tightrope', ""I be blowin' up like some pyro"", 'Coupe 150, call it Kyro', '', '[Verse 1]', 'If she left with me, she the right ho', ""Man, she ridin' me like a BMX"", 'Man, she said the D is for Dyno', 'I got two horns like a rhino', ""It's no way you could buy ho"", 'But I bought a mansion with a slide door', 'Yes, I opened up the slide door', 'So you can hear her hit the high note', '', '[Bridge]', 'I like the way you (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', ""Money keep comin' in, I can't lose"", ""Money keep comin' in, I can't lose"", ""Foreign girls and they 10s, I can't choose"", ""Foreign car got V10, I can't cruise"", '', '[Chorus]', ""I got different color on my diamonds, I can't even see the time"", ""I don't wanna see her face, I'ma go and get behind"", ""Drop the top on the Wraith, I'ma make it lose its mind"", 'I just made 100K, it was quicker than a Vine', ""I was swingin' from a vine, tryna pull me down but I climb"", ""I'ma get it, keep tryin', there's no reason for the cryin'"", ""We the ones that be slidin', they the ones that be dyin'"", ""Know my boys, they be ridin' and my doors suicide"", '', '[Verse 2]', 'Side note, you will never reach my goals (At all)', ""I be walkin' with a slime nose"", ""And I'm also walkin' with my side ho"", ""Only time I be walkin' when I'm on the moon, so I feel like Michael"", ""I was talkin' to my little slime, that's a lil' lizard, call her Geico"", 'In reality, I\'m 5\'4""', 'Stand on my money, now I\'m 6\'6""', 'Hit her once, now she dismissed', ""Can't fuck her sister, make her lick dick"", 'Forty-orty make my hip thick', 'When I see an opp, make the clip hit', ""Aimin' at his top, boy you need a mop"", ""Man, I'm goin' out with a vengeance"", 'My pants, Raf Simons', 'My shoes, Rick-Rick', 'Your girl dipped my tartar sauce so she ate my dick like a fish stick', ""Hit it raw, yes, I am a dog, I don't do this shit for no image"", ""All my diamonds, they be hittin' hard"", ""Try to play me boy, that's a scrimmage"", '', '[Chorus]', ""I got different color on my diamonds, I can't even see the time"", ""I don't wanna see her face, I'ma go and get behind"", ""Drop the top on the Wraith, I'ma make it lose its mind"", 'I just made 100K, it was quicker than a Vine', ""I was swingin' from a vine, tryna pull me down but I climb"", ""I'ma get it, keep tryin', there's no reason for the cryin'"", ""We the ones that be slidin', they the ones that be dyin'"", 'Know my boys, they be riding and my doors suicide', '', '[Verse 3]', 'Live it up, you can just go any day now', 'Mykko Montana, this beat is from K Camp', ""Got frost on my diamonds, I'm gettin' the cake now"", ""Now stay on your stomach, lil' bitch, when you lay down"", ""Live it up, 'cause you can go any day now"", 'Mykko Montana, this beat is from K Camp', ""Frost on my diamonds 'cause I got the cake now"", ""When you on your stomach, lil' bitch, better lay down"", ""I'm so up and I can't turn it down"", 'They counted me out, my whole life turned around', 'Clean up my diamonds, you know I got rinse it', ""Know my boys comin', you know they mean business"", ""That advance that you waitin' for, already spent it"", ""When I’m on the beat man, you know I'm gon' kill it"", '', '[Refrain]', ""We be throwin' money in a spiral"", 'Every time your girl hear my song, yeah, turn her right into my ho', 'She shake her ass, do the eye roll', 'Got a skinny thong like a tightrope', ""I be blowin' up like some pyro"", 'Coupe 150, call it Kyro', '', '[Chorus]', ""I got different color on my diamonds, I can't even see the time"", ""I don't wanna see her face, I'ma go and get behind"", ""Drop the top on the Wraith, I'ma make it lose its mind"", 'I just made 100K, it was quicker than a Vine', ""I was swingin' from a vine, tryna pull me down but I climb"", ""I'ma get it, keep tryin', there's no reason for the cryin'"", ""We the ones that be slidin', they the ones that be dyin'"", 'Know my boys, they be riding and my doors suicide', '', '[Outro]', 'I like the way you (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)', 'You do it (Ayy)']"
53,"Night FallsDove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair","['*********************', 'Error: URL not valid', 'night-falls', 'dove-cameron', 'https://genius.com/dove-cameron-night-falls-lyrics']"
54,Club ParadiseDrake,"['[Intro]', 'Ha, yeah', '', '[Verse 1]', 'They say that all your old girls got somebody new', 'I said, ""Damn, really? Even Rosemary? Even Leann Sealy?""', 'They said, ""Fucking right, they were the first to go""', ""It's nothing personal"", ""It's just that all them women that you slept on been working though"", ""They've been saving up, new niggas came around, they been waking up"", 'With ""I swear, you don\'t know this city anymore', 'They might have loved you before', 'But you\'re out here doing your thing, they don\'t know you""', 'Ah, sure they do, they just not as sincere', ""It's crazy all the emotions forgot in a year"", 'She like, ""Why you even give a fuck, you not even here?""', ""Well, out there there ain't nothing for me and I think I need to come home"", '', '[Chorus]', 'Tell me, who did I leave behind?', 'You think it got to me, I can just read your mind', ""You think I'm so caught up in where I am right now"", 'Uh, but believe I remember it all', '', '[Verse 2]', 'I be with my nigga Chubbs, he in love with street shit', 'No wonder why I feel awkward at this Fashion Week shit', 'No wonder why I keep fucking up the double-cheek kiss', 'And long for that ignorant Young Money Miami Beach shit', ""Couple artists got words for me, that's never fun"", ""They say it's on when they see me, that day don't ever come"", ""I'm never scared, they never real, I never run"", 'When all is said and done, more is always said than done', 'And I was told once, things will change', 'By a nigga named Tip when my deal came', ""Told me it's all good, even when it feel strange"", ""Now I'm that guy that know them strippers by their real names"", 'Rochelle, Jordan', 'Thick bitches, they just talked me out of four grand', ""How'd a pile of kush become a mountain of truth?"", ""How'd a bottle of wine become the fountain of youth?"", 'Damn, my biggest fear is losing it all', 'Remember how I used to feel at the start of it', ""And now I'm living a muhfucking fairy tale"", 'And still trying to keep you feeling a part of it', 'Yeah, just lie to my ears', ""Tell me it feel the same, that's all I've been dying to hear"", ""Lights get low and that's when I have my brightest ideas"", ""And I heard my city feel better than ever, that's why I gotta come home"", '', '[Chorus]', 'Tell me, who did I leave behind?', 'You think it got to me, I can just read your mind', ""You think I'm so caught up in where I am right now"", 'Uh, but believe I remember it all', '', '[Verse 3]', 'My mother is back to who she was years ago', ""It's like a new page me and her are beginning on"", ""I wish she'd stop checking up on women I can't stand"", ""'Cause I got new girls I could use her opinion on"", ""She thinks I've become a slave to the wealth"", ""But I'd never break the promises I made to myself"", 'And I would never make up names for myself', 'Then change the names that I just gave to myself', 'Certain rappers would call me to say ""What up, though?""', 'I used to brag about it to my friends', ""And now I'm feeling like all of these niggas cutthroat"", ""And maybe that's all they do is just pretend"", 'Damn, but I bought it though, I believed it', 'Yeah, I thought it and I achieved it', ""Yeah, so show me love, show me fuckin' love"", ""'Cause I thought it was all I needed"", 'Yeah, clearly I was wrong about it all along', ""And this'll be the year that I won't even feel shit"", 'They trip off the amount of people that I brought along', ""But I'm just trying to be surrounded by some real shit"", 'Need credentials for every one of these Toronto kids', ""I promised they'd see it with me, we just trying to live"", ""I told 'em we about to get it and we finally did"", ""Listen closely to my shit, I swear it's sounding like home"", '', '[Chorus]', 'Tell me, who did I leave behind?', 'You think it got to me, I can just read your mind', ""You think I'm so caught up in where I am right now"", 'Uh, but believe I remember it all', '', '[Outro: Bob Marley]', 'Well, you see, the way I feel about the music, it can be copied, you know?', 'But, it’s not copy do it, it’s the feel, you know? It carry a feel', ""Well, you ask plenty musicians – them know it, but them can't do it"", 'Some people still searching for this truth here']"
55,MEGATRONNicki Minaj,"['[Intro]', 'Brra-ta-ta-ta', 'Brra-ta-ta-ta', '', '[Verse 1]', 'They call me Megatron, just did a telethon', 'He got Margielas on, and I get my jealous on', 'I fuck him like I miss him, he just came out of prison', ""Bitches be talkin' shit, but they ain't got a pot to piss in"", ""My name is Nicki M, I'm in a sticky Benz"", ""That mean it's candy apple red, I'm Barbie, this is Ken"", ""That is a Fendi fact, I'm with a hunnid macs"", 'Oh, this is custom made, Donatella sent me that', '', '[Pre-Chorus]', 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", '', '[Chorus]', 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""It's better when I'm drinkin'"", ""I tune up when I'm drinkin'"", ""Rum, rum when I'm-"", 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""It's better when I'm drinkin'"", ""I tune up when I'm drinkin'"", ""Rum, rum when I'm-"", '', '[Post-Chorus]', 'Brra-ta-ta-ta', 'Brra-ta-ta-ta', 'Brra-ta-ta-ta', '', '[Verse 2]', ""They call me Megatron, shorty's a mega con"", ""It ain't about the race either, it's the marathon"", 'I put the squeeze on him, th-throw up the Bs on him', ""Th-that ass clappin' on the D, Hercules on him"", 'My name is baddie, baddie, I keep it tight for zaddy', ""He keep it comin', comin', he ain't even drop the Addy"", 'Trunk in the front-front, I need a blunt-blunt', ""I own my own moscato, bitch, we gettin' drunk-drunk"", '', '[Pre-Chorus]', 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", '', '[Chorus]', 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""It's better when I'm drinkin'"", ""I tune up when I'm drinkin'"", ""Rum, rum when I'm-"", 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""It's better when I'm drinkin'"", ""I tune up when I'm drinkin'"", ""Rum, rum when I'm-"", '', '[Post-Chorus]', 'Brra-ta-ta-ta', 'Brra-ta-ta-ta', 'Brra-ta-ta-ta', '', '[Bridge]', 'Bite me, bite me, that excite me', ""He said it's my pussy (Yup, it might be)"", ""If you eatin' it, do it precisely"", ""'Cause I'm a millionaire, this pussy pricey"", '(Yup, it might be, yup, it might be)', ""He said it's my pussy (Yup, it might be)"", 'M-my pussy, m-my pussy (Yup, it might be)', ""'Cause I'm a millionaire, this pussy pricey"", '', '[Pre-Chorus]', 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", 'Feel up, baby, feel on me', ""Pull up if you're feeling lonely"", '', '[Chorus]', 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""It's better when I'm drinkin'"", ""I tune up when I'm drinkin'"", ""Rum, rum when I'm-"", 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm"", 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm"", 'Brra-ta-ta-ta', ""Shots, shots, shots, I'm drinkin'"", ""Rum, rum when I'm-""]"
56,everything i wantedBillie Eilish,"['[Verse 1]', 'I had a dream', 'I got everything I wanted', ""Not what you'd think"", ""And if I'm bein' honest"", ""It\u2005might've\u2005been a nightmare"", 'To\u2005anyone who might care', 'Thought I could\u2005fly (Fly)', 'So I stepped off the Golden, mm', 'Nobody cried (Cried, cried, cried, cried)', 'Nobody even noticed', 'I saw them standing right there', 'Kinda thought they might care (Might care, might care)', '', '[Pre-Chorus]', 'I had a dream', 'I got everything I wanted', 'But when I wake up, I see', 'You with me', '', '[Chorus]', 'And you say, ""As long as I\'m here, no one can hurt you', ""Don't wanna lie here, but you can learn to"", 'If I could change the way that you see yourself', ""You wouldn't wonder why you hear"", '\'They don\'t deserve you\'""', '', '[Verse 2]', 'I tried to scream', 'But my head was underwater', 'They called me weak', ""Like I'm not just somebody's daughter"", 'Coulda been a nightmare', 'But it felt like they were right there', 'And it feels like yesterday was a year ago', ""But I don't wanna let anybody know"", ""'Cause everybody wants something from me now"", ""And I don't wanna let 'em down"", '', '[Pre-Chorus]', 'I had a dream', 'I got everything I wanted', 'But when I wake up, I see', 'You with me', '', '[Chorus]', 'And you say, ""As long as I\'m here, no one can hurt you', ""Don't wanna lie here, but you can learn to"", 'If I could change the way that you see yourself', ""You wouldn't wonder why you hear"", '\'They don\'t deserve you\'""', '', '[Outro]', 'If I knew it all then, would I do it again?', 'Would I do it again?', 'If they knew what they said would go straight to my head', 'What would they say instead?', 'If I knew it all then, would I do it again?', 'Would I do it again?', 'If they knew what they said would go straight to my head', 'What would they say instead?']"
